size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
50,0.03708700/10,0.04072700/10,0.04165400/10,0.04718300/10,0.04712900/10,0.04348100/10,0.06034000/10,0.05674700/10,0.04414300/10,0.05954300/10,0.04660600/9,0.04428600/8,0.04456400/9,0.03077300/5,0.01625400/2,0.02035900/5,0.01980500/3,0.00349200/1,0.00000000/0,0.00000000/0,0.00000000/0
100,0.06777300/10,0.07588600/10,0.06476600/10,0.08016900/10,0.07126400/10,0.07808300/10,0.08573400/10,0.08000000/10,0.09266600/10,0.09556100/10,0.13092300/9,0.12675500/10,0.10552200/8,0.07931900/6,0.00869800/1,0.04004700/3,0.00000000/0,0.00000000/0,0.01432600/1,0.00000000/0,0.00000000/0
150,0.08374400/10,0.09492300/10,0.09721900/10,0.09511500/10,0.10116700/10,0.12050100/10,0.13958500/10,0.15550800/10,0.16074100/10,0.28670800/10,0.47881900/9,0.38909700/8,0.17057700/6,0.10738200/2,0.29951100/4,0.08582700/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.06905300/1
