file,component,Minimal time,Solve time,CPU Time
c17-7.txt.txt,1,,,0
c17-73.txt.txt,1,0.000010,0.000044,0.001567
c17-82.txt.txt,0,0.000014,0.000039,0.001422
c17-117.txt.txt,1,0.000011,0.000044,0.001756
c17-81.txt.txt,2,0.000003,0.000016,0.000681
c17-8.txt.txt,2,0.000005,0.000023,0.000886
c17-108.txt.txt,0,0.000007,0.000030,0.001185
c17-69.txt.txt,1,0.000012,0.000030,0.000865
c17-118.txt.txt,0,,,0
c17-46.txt.txt,1,,,0
c17-32.txt.txt,1,0.000014,0.000048,0.000186
c17-58.txt.txt,2,,,0
c17-21.txt.txt,1,0.000013,0.000037,0.00137
c17-39.txt.txt,1,,,0
c17-87.txt.txt,2,0.000006,0.000025,0.000826
c17-120.txt.txt,2,0.000007,0.000065,0.0017
c17-110.txt.txt,0,0.000004,0.000028,0.001335
c17-71.txt.txt,1,0.000007,0.000029,0.001335
c17-27.txt.txt,2,0.000007,0.000046,0.001684
c17-119.txt.txt,0,0.000011,0.000046,0.001723
c17-5.txt.txt,0,0.000014,0.000037,0.001549
c17-66.txt.txt,2,0.000007,0.000044,0.001449
c17-72.txt.txt,2,,,0
c17-28.txt.txt,0,0.000021,0.000053,0.001472
c17-31.txt.txt,1,0.000014,0.000038,0.001286
c17-1.txt.txt,0,,,0
c17-83.txt.txt,1,0.000007,0.000030,0.001394
c17-41.txt.txt,2,,,0
c17-109.txt.txt,0,0.000004,0.000016,0.00071
c17-38.txt.txt,2,0.000005,0.000027,0.000169
c17-26.txt.txt,2,0.000007,0.000032,0.001262
c17-95.txt.txt,1,0.000005,0.000030,0.001316
c17-12.txt.txt,1,0.000014,0.000039,0.001212
c17-101.txt.txt,0,0.000004,0.000027,0.001185
c17-127.txt.txt,1,0.000013,0.000041,0.001233
c17-47.txt.txt,2,0.000004,0.000028,0.001197
c17-90.txt.txt,0,0.000006,0.000024,0.000907
c17-77.txt.txt,2,,,0
c17-121.txt.txt,0,0.000004,0.000026,0.001147
c17-99.txt.txt,1,0.000004,0.000028,0.00143
c17-24.txt.txt,1,0.000014,0.000038,0.001267
c17-11.txt.txt,0,0.000014,0.000035,0.001146
c17-30.txt.txt,2,0.000004,0.000028,0.001215
c17-53.txt.txt,1,0.000007,0.000031,0.001259
c17-92.txt.txt,1,,,0
c17-61.txt.txt,2,0.000006,0.000042,0.001698
c17-20.txt.txt,0,0.000014,0.000037,0.00128
c17-113.txt.txt,0,0.000004,0.000027,0.001179
c17-37.txt.txt,0,0.000005,0.000039,0.001694
c17-9.txt.txt,1,0.000014,0.000038,0.000186
c17-2.txt.txt,0,,,0
c17-115.txt.txt,1,0.000003,0.000015,0.000631
c17-49.txt.txt,1,0.000011,0.000034,0.000895
c17-128.txt.txt,1,0.000004,0.000032,0.00142
c17-54.txt.txt,0,0.000007,0.000030,0.001356
c17-76.txt.txt,0,0.000004,0.000028,0.001388
c17-13.txt.txt,1,0.000003,0.000021,0.000897
c17-51.txt.txt,1,,,0
c17-52.txt.txt,2,0.000004,0.000029,0.001385
c17-44.txt.txt,1,0.000006,0.000038,0.000174
c17-91.txt.txt,2,,,0
c17-64.txt.txt,1,0.000004,0.000026,0.001323
c17-112.txt.txt,1,0.000002,0.000014,0.000645
c17-19.txt.txt,1,0.000004,0.000016,0.000615
c17-114.txt.txt,1,0.000006,0.000037,0.001384
c17-106.txt.txt,2,,,0
c17-93.txt.txt,0,0.000006,0.000028,0.0014
c17-94.txt.txt,0,0.000007,0.000031,0.001174
c17-111.txt.txt,2,0.000004,0.000028,0.00134
c17-40.txt.txt,1,0.000004,0.000027,0.001267
c17-98.txt.txt,1,0.000004,0.000027,0.001334
c17-15.txt.txt,1,0.000014,0.000039,0.000178
c17-23.txt.txt,2,0.000006,0.000023,0.000866
c17-57.txt.txt,2,0.000011,0.000046,0.00154
c17-68.txt.txt,1,0.000004,0.000027,0.001252
c17-22.txt.txt,1,0.000005,0.000027,0.000174
c17-16.txt.txt,1,,,0
c17-105.txt.txt,0,0.000005,0.000029,0.001464
c17-75.txt.txt,1,,,0
c17-56.txt.txt,1,0.000003,0.000021,0.000869
c17-70.txt.txt,2,,,0
c17-4.txt.txt,0,,,0
c17-100.txt.txt,1,0.000003,0.000021,0.000881
c17-78.txt.txt,1,0.000004,0.000029,0.001483
c17-67.txt.txt,1,,,0
c17-3.txt.txt,1,0.000014,0.000037,0.001162
c17-33.txt.txt,2,,,0
c17-107.txt.txt,1,0.000007,0.000030,0.001266
c17-10.txt.txt,1,0.000004,0.000036,0.000178
c17-25.txt.txt,1,0.000004,0.000029,0.001252
c17-122.txt.txt,2,,,0
c17-96.txt.txt,1,0.000014,0.000047,0.000182
c17-124.txt.txt,0,0.000003,0.000020,0.000855
c17-102.txt.txt,2,,,0.001644
c17-116.txt.txt,2,0.000014,0.000045,0.001471
