file,component,Minimal time,Solve time,CPU Time
49-c1355cnf.txt.txt,22,0.000572,0.002203,0.011304
4-c1355cnf.txt.txt,26,0.000707,0.002667,0.010149
70-c1355cnf.txt.txt,25,0.000857,0.002759,0.010639
6-c1355cnf.txt.txt,23,0.000987,0.002863,0.011784
46-c1355cnf.txt.txt,24,0.000546,0.002803,0.011599
90-c1355cnf.txt.txt,30,0.000695,0.002154,0.011423
81-c1355cnf.txt.txt,19,0.000361,0.002391,0.009998
53-c1355cnf.txt.txt,21,0.000507,0.002780,0.012244
30-c1355cnf.txt.txt,23,0.000736,0.003155,0.012089
68-c1355cnf.txt.txt,24,0.000638,0.002589,0.011257
92-c1355cnf.txt.txt,25,0.000377,0.001641,0.009123
31-c1355cnf.txt.txt,24,0.000796,0.002869,0.011679
89-c1355cnf.txt.txt,23,0.000580,0.002550,0.010453
24-c1355cnf.txt.txt,15,0.000411,0.002327,0.010741
10-c1355cnf.txt.txt,19,0.000769,0.002465,0.011848
84-c1355cnf.txt.txt,25,0.000671,0.002655,0.011287
61-c1355cnf.txt.txt,23,0.000733,0.002437,0.013114
9-c1355cnf.txt.txt,21,0.000732,0.002986,0.012283
45-c1355cnf.txt.txt,29,0.000366,0.002048,0.01275
91-c1355cnf.txt.txt,27,0.000386,0.001620,0.009325
37-c1355cnf.txt.txt,19,0.000659,0.002319,0.011958
35-c1355cnf.txt.txt,15,0.000635,0.002582,0.010741
23-c1355cnf.txt.txt,23,0.000827,0.004220,0.012604
96-c1355cnf.txt.txt,23,0.000440,0.002930,0.010489
94-c1355cnf.txt.txt,18,0.000417,0.002828,0.010435
8-c1355cnf.txt.txt,23,0.000524,0.001880,0.010516
87-c1355cnf.txt.txt,21,0.000988,0.003231,0.01087
52-c1355cnf.txt.txt,25,0.001324,0.004118,0.013017
80-c1355cnf.txt.txt,29,0.000644,0.003258,0.011882
51-c1355cnf.txt.txt,30,0.000370,0.001545,0.008986
43-c1355cnf.txt.txt,24,0.000884,0.005387,0.01736
26-c1355cnf.txt.txt,17,0.001611,0.003959,0.016947
82-c1355cnf.txt.txt,24,0.000973,0.003915,0.010971
11-c1355cnf.txt.txt,14,0.000583,0.004806,0.013547
