size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
600,0.51005400/10,0.55483900/10,0.50649200/10,0.68867400/10,1.11013300/10,2.66238100/10,16.78798600/10,82.89639700/10,664.11928800/10,1342.20040000/5,669.07200000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
650,0.74764800/10,0.67999700/10,0.95250600/10,1.04327300/10,2.59375100/10,6.20254000/10,62.12731000/10,88.41471600/10,2061.98716000/9,4143.46600000/6,1723.30300000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
