size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
800,0.90967400/10,0.96662700/10,0.86678700/10,1.67911300/10,4.18114100/10,9.20772700/10,226.76535400/10,1267.87266400/10,2028.85270000/4,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
850,1.04029700/10,1.09459000/10,1.28716200/10,1.74099300/10,2.74449400/10,31.53756700/10,422.97139100/10,2438.18439000/10,4391.52000000/5,1850.27000000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
