size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
700,0.82151400/10,0.81689400/10,0.80609600/10,0.94983700/10,1.36993300/10,10.30256400/10,44.75386800/10,1246.50195700/10,2381.09540000/6,240.50200000/1,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
750,0.88446300/10,0.88717900/10,0.98823100/10,1.38416100/10,2.96397400/10,4.67965800/10,72.08263500/10,1150.57439000/10,1950.34400000/5,2852.83600000/3,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
