file,component,Minimal time,Solve time,CPU Time
49-c1355cnf.txt.txt,22,0.000784,0.001964,0.006295
4-c1355cnf.txt.txt,26,0.000988,0.002113,0.005691
70-c1355cnf.txt.txt,25,0.001037,0.002444,0.009171
6-c1355cnf.txt.txt,23,0.001391,0.002700,0.007899
46-c1355cnf.txt.txt,24,0.001284,0.002621,0.007967
90-c1355cnf.txt.txt,30,0.000325,0.001111,0.005323
81-c1355cnf.txt.txt,19,0.000607,0.002632,0.009439
53-c1355cnf.txt.txt,21,0.000999,0.003309,0.011148
30-c1355cnf.txt.txt,23,0.001189,0.002708,0.00714
68-c1355cnf.txt.txt,24,0.000689,0.001684,0.006235
92-c1355cnf.txt.txt,25,0.000367,0.001250,0.005578
31-c1355cnf.txt.txt,24,0.001036,0.003137,0.010931
89-c1355cnf.txt.txt,23,0.000805,0.002151,0.005823
24-c1355cnf.txt.txt,15,0.000676,0.001594,0.006938
10-c1355cnf.txt.txt,19,0.000812,0.002008,0.006348
84-c1355cnf.txt.txt,25,0.000819,0.002826,0.007618
61-c1355cnf.txt.txt,23,0.001307,0.002842,0.008451
9-c1355cnf.txt.txt,21,0.001042,0.003271,0.009368
45-c1355cnf.txt.txt,29,0.000296,0.001112,0.005608
91-c1355cnf.txt.txt,27,0.000366,0.001194,0.007596
37-c1355cnf.txt.txt,19,0.000737,0.001937,0.006062
35-c1355cnf.txt.txt,15,0.000907,0.001955,0.007584
23-c1355cnf.txt.txt,23,0.000617,0.003243,0.012032
96-c1355cnf.txt.txt,23,0.000658,0.002195,0.006356
94-c1355cnf.txt.txt,18,0.000653,0.001833,0.006132
8-c1355cnf.txt.txt,23,0.000595,0.001516,0.006845
87-c1355cnf.txt.txt,21,0.001442,0.002698,0.007206
52-c1355cnf.txt.txt,25,0.001681,0.003012,0.007323
80-c1355cnf.txt.txt,29,0.000715,0.002040,0.006374
51-c1355cnf.txt.txt,30,0.000321,0.001076,0.006821
43-c1355cnf.txt.txt,24,0.001043,0.002740,0.008171
26-c1355cnf.txt.txt,17,0.001116,0.002071,0.007453
82-c1355cnf.txt.txt,23,0.003294,0.004742,0.010272
11-c1355cnf.txt.txt,15,0.002714,0.004580,0.010003
2-c1355cnf.txt.txt,20,0.000758,0.002105,0.007496
93-c1355cnf.txt.txt,29,0.000894,0.001920,0.006735
5-c1355cnf.txt.txt,24,0.000852,0.002220,0.007164
97-c1355cnf.txt.txt,19,0.000340,0.001356,0.005671
50-c1355cnf.txt.txt,17,0.001088,0.002502,0.006775
57-c1355cnf.txt.txt,16,0.000595,0.001593,0.006918
48-c1355cnf.txt.txt,25,0.000239,0.001383,0.005043
54-c1355cnf.txt.txt,22,0.001501,0.002955,0.006962
36-c1355cnf.txt.txt,22,0.001158,0.003478,0.012153
29-c1355cnf.txt.txt,25,0.001551,0.002792,0.008588
0-c1355cnf.txt.txt,31,0.000916,0.002490,0.006866
18-c1355cnf.txt.txt,21,0.000688,0.001920,0.006218
12-c1355cnf.txt.txt,19,0.000403,0.001659,0.007588
71-c1355cnf.txt.txt,12,0.000977,0.002223,0.006871
17-c1355cnf.txt.txt,26,0.000788,0.002051,0.007554
15-c1355cnf.txt.txt,27,0.000734,0.001778,0.007344
86-c1355cnf.txt.txt,23,0.000574,0.001594,0.006763
60-c1355cnf.txt.txt,30,0.000250,0.001448,0.005066
40-c1355cnf.txt.txt,23,0.000679,0.001868,0.00715
99-c1355cnf.txt.txt,17,0.000576,0.001891,0.007285
1-c1355cnf.txt.txt,21,0.001005,0.003084,0.01176
20-c1355cnf.txt.txt,25,0.000375,0.001618,0.008164
95-c1355cnf.txt.txt,18,0.000335,0.001273,0.006729
63-c1355cnf.txt.txt,35,0.001248,0.003638,0.011465
62-c1355cnf.txt.txt,20,0.000784,0.001806,0.006118
64-c1355cnf.txt.txt,22,0.002513,0.004359,0.009273
33-c1355cnf.txt.txt,18,0.000368,0.001316,0.006295
76-c1355cnf.txt.txt,29,0.001654,0.003022,0.011534
79-c1355cnf.txt.txt,21,0.000594,0.001809,0.007803
58-c1355cnf.txt.txt,24,0.000783,0.002096,0.006401
72-c1355cnf.txt.txt,27,0.001653,0.003146,0.008647
38-c1355cnf.txt.txt,20,0.000870,0.002340,0.00764
21-c1355cnf.txt.txt,23,0.000905,0.002170,0.007689
7-c1355cnf.txt.txt,19,0.000581,0.001844,0.007726
42-c1355cnf.txt.txt,21,0.000791,0.002083,0.010238
55-c1355cnf.txt.txt,30,0.000674,0.000928,0.006696
3-c1355cnf.txt.txt,21,0.000954,0.002370,0.00784
88-c1355cnf.txt.txt,28,0.000237,0.001356,0.005091
27-c1355cnf.txt.txt,20,0.001339,0.002742,0.008184
56-c1355cnf.txt.txt,23,0.003182,0.005176,0.008907
19-c1355cnf.txt.txt,23,0.001575,0.002624,0.006838
98-c1355cnf.txt.txt,28,0.000706,0.002065,0.005231
73-c1355cnf.txt.txt,21,0.001210,0.002715,0.007767
22-c1355cnf.txt.txt,23,0.000913,0.002138,0.007758
78-c1355cnf.txt.txt,17,0.000878,0.002313,0.007879
74-c1355cnf.txt.txt,17,0.002187,0.004117,0.008373
77-c1355cnf.txt.txt,18,0.000917,0.002149,0.008075
75-c1355cnf.txt.txt,19,0.001637,0.004521,0.012415
14-c1355cnf.txt.txt,22,0.000820,0.002047,0.007351
66-c1355cnf.txt.txt,20,0.000655,0.002259,0.00763
34-c1355cnf.txt.txt,24,0.000739,0.001688,0.010273
44-c1355cnf.txt.txt,26,0.000818,0.002150,0.007863
41-c1355cnf.txt.txt,22,0.005794,0.007569,0.012294
13-c1355cnf.txt.txt,18,0.000764,0.002002,0.006277
32-c1355cnf.txt.txt,26,0.000479,0.002059,0.006959
16-c1355cnf.txt.txt,30,0.000337,0.001548,0.006812
65-c1355cnf.txt.txt,16,0.001616,0.002980,0.00877
59-c1355cnf.txt.txt,22,0.002761,0.004962,0.010272
47-c1355cnf.txt.txt,20,0.000925,0.001962,0.006664
28-c1355cnf.txt.txt,22,0.002218,0.003870,0.01195
67-c1355cnf.txt.txt,16,0.000933,0.002486,0.007278
69-c1355cnf.txt.txt,16,0.001288,0.002570,0.008086
83-c1355cnf.txt.txt,22,0.000357,0.001131,0.00543
39-c1355cnf.txt.txt,18,0.001333,0.002685,0.008187
85-c1355cnf.txt.txt,21,0.002121,0.003555,0.008774
25-c1355cnf.txt.txt,25,0.000950,0.002168,0.00583
