file,component,Minimal time,Solve time,CPU Time
71-c499cnf.txt.txt,21,0.000206,0.000498,0.003495
18-c499cnf.txt.txt,20,0.000135,0.000532,0.00158
61-c499cnf.txt.txt,30,0.000274,0.000628,0.003624
73-c499cnf.txt.txt,20,0.000269,0.000852,0.002956
66-c499cnf.txt.txt,24,0.000140,0.000449,0.002363
65-c499cnf.txt.txt,20,0.000333,0.000699,0.004232
98-c499cnf.txt.txt,19,0.000140,0.000363,0.002277
76-c499cnf.txt.txt,28,0.000296,0.000644,0.003962
54-c499cnf.txt.txt,18,0.000061,0.000223,0.001928
81-c499cnf.txt.txt,27,0.000066,0.000225,0.001842
23-c499cnf.txt.txt,26,0.000120,0.000448,0.003605
43-c499cnf.txt.txt,25,0.000265,0.000693,0.002871
68-c499cnf.txt.txt,18,0.000090,0.000372,0.002248
80-c499cnf.txt.txt,20,0.000125,0.000466,0.002404
96-c499cnf.txt.txt,17,0.000094,0.000313,0.002772
89-c499cnf.txt.txt,27,0.000156,0.000459,0.002907
28-c499cnf.txt.txt,24,0.000473,0.000814,0.002734
42-c499cnf.txt.txt,25,0.000107,0.000392,0.002068
53-c499cnf.txt.txt,30,0.000486,0.001113,0.005333
0-c499cnf.txt.txt,13,,,0.003371
41-c499cnf.txt.txt,22,0.000328,0.000649,0.003699
5-c499cnf.txt.txt,18,0.000125,0.000425,0.003508
21-c499cnf.txt.txt,14,0.000360,0.000700,0.003685
49-c499cnf.txt.txt,23,0.000251,0.000554,0.003526
72-c499cnf.txt.txt,31,0.000257,0.000757,0.00437
39-c499cnf.txt.txt,25,0.000332,0.000692,0.003584
26-c499cnf.txt.txt,15,0.000122,0.000445,0.002408
27-c499cnf.txt.txt,17,0.000083,0.000362,0.002577
16-c499cnf.txt.txt,23,0.000424,0.000740,0.003679
13-c499cnf.txt.txt,24,0.000264,0.000623,0.002523
15-c499cnf.txt.txt,33,0.000554,0.001170,0.005895
51-c499cnf.txt.txt,24,0.000259,0.000630,0.003768
12-c499cnf.txt.txt,19,0.000136,0.000539,0.001631
67-c499cnf.txt.txt,19,0.000279,0.000585,0.002506
56-c499cnf.txt.txt,31,0.000343,0.000752,0.004167
83-c499cnf.txt.txt,21,0.000081,0.000374,0.002273
36-c499cnf.txt.txt,27,0.000210,0.000840,0.00286
84-c499cnf.txt.txt,20,0.000367,0.000719,0.002596
59-c499cnf.txt.txt,22,0.000414,0.001019,0.002987
97-c499cnf.txt.txt,24,0.000305,0.000664,0.003573
9-c499cnf.txt.txt,21,0.000595,0.001201,0.005925
45-c499cnf.txt.txt,17,0.000363,0.000966,0.002742
30-c499cnf.txt.txt,21,0.000444,0.000897,0.004615
58-c499cnf.txt.txt,32,0.000124,0.000444,0.002478
60-c499cnf.txt.txt,23,0.000251,0.000607,0.003592
34-c499cnf.txt.txt,27,0.000125,0.000485,0.003477
85-c499cnf.txt.txt,24,0.000277,0.000583,0.002507
99-c499cnf.txt.txt,29,0.000127,0.000512,0.002417
78-c499cnf.txt.txt,22,0.000208,0.000824,0.001901
91-c499cnf.txt.txt,26,0.000142,0.000486,0.001476
44-c499cnf.txt.txt,28,0.000287,0.000625,0.003874
37-c499cnf.txt.txt,30,0.000360,0.000704,0.002729
95-c499cnf.txt.txt,24,0.000135,0.000473,0.003495
2-c499cnf.txt.txt,23,0.000263,0.000662,0.003789
7-c499cnf.txt.txt,22,0.000334,0.000655,0.00281
3-c499cnf.txt.txt,16,0.000122,0.000415,0.003411
14-c499cnf.txt.txt,27,0.000271,0.000665,0.002751
82-c499cnf.txt.txt,27,0.000351,0.000679,0.002595
64-c499cnf.txt.txt,27,0.000273,0.000576,0.003567
93-c499cnf.txt.txt,16,0.000120,0.000449,0.003542
94-c499cnf.txt.txt,15,0.000247,0.000561,0.003707
88-c499cnf.txt.txt,15,0.000125,0.000420,0.003411
4-c499cnf.txt.txt,21,0.000416,0.000850,0.003205
75-c499cnf.txt.txt,19,0.000244,0.000568,0.002919
69-c499cnf.txt.txt,19,0.000250,0.000591,0.002506
22-c499cnf.txt.txt,20,0.000250,0.000563,0.003852
32-c499cnf.txt.txt,28,0.000124,0.000502,0.003507
70-c499cnf.txt.txt,29,0.000267,0.000628,0.003671
46-c499cnf.txt.txt,21,0.000080,0.000295,0.002291
11-c499cnf.txt.txt,25,0.000256,0.000591,0.00379
57-c499cnf.txt.txt,21,0.000225,0.000714,0.004103
17-c499cnf.txt.txt,24,0.000230,0.000770,0.00448
20-c499cnf.txt.txt,20,0.000270,0.000637,0.002574
19-c499cnf.txt.txt,26,0.000140,0.000446,0.003525
77-c499cnf.txt.txt,27,0.000283,0.000671,0.004024
33-c499cnf.txt.txt,25,0.000084,0.000382,0.002291
92-c499cnf.txt.txt,19,0.000126,0.000349,0.002884
31-c499cnf.txt.txt,17,0.000120,0.000476,0.003394
6-c499cnf.txt.txt,32,0.000252,0.000575,0.0035
8-c499cnf.txt.txt,24,0.000301,0.000658,0.003734
35-c499cnf.txt.txt,23,0.000061,0.000212,0.001723
87-c499cnf.txt.txt,14,0.000123,0.000444,0.002345
62-c499cnf.txt.txt,26,0.000125,0.000445,0.00339
86-c499cnf.txt.txt,25,0.000127,0.000458,0.003661
10-c499cnf.txt.txt,26,0.000124,0.000477,0.003584
24-c499cnf.txt.txt,21,0.000124,0.000437,0.001448
52-c499cnf.txt.txt,21,0.000124,0.000426,0.003514
40-c499cnf.txt.txt,12,0.000181,0.000422,0.002826
47-c499cnf.txt.txt,18,0.000123,0.000469,0.003435
74-c499cnf.txt.txt,26,0.000253,0.000603,0.001632
79-c499cnf.txt.txt,26,0.000255,0.000613,0.00279
25-c499cnf.txt.txt,25,0.000124,0.000418,0.002874
90-c499cnf.txt.txt,18,0.000207,0.000739,0.003626
50-c499cnf.txt.txt,15,0.000154,0.000458,0.003457
29-c499cnf.txt.txt,22,0.000250,0.000555,0.00348
38-c499cnf.txt.txt,15,0.000248,0.000552,0.002444
63-c499cnf.txt.txt,26,0.000286,0.000614,0.003929
55-c499cnf.txt.txt,26,0.000330,0.000674,0.003589
48-c499cnf.txt.txt,23,0.000251,0.000568,0.00157
1-c499cnf.txt.txt,23,0.000121,0.000473,0.003456
