size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
50,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00467100/1,0.01208600/2,0.00398000/1,0.01447000/5,0.02176600/8,0.01342700/5,0.02249200/7,0.02261000/9,0.03160700/10,0.03068500/10,0.03304100/10
100,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.01140700/1,0.00000000/0,0.04166800/2,0.05092400/4,0.16213200/9,0.11445500/7,0.16033500/10,0.14294600/10,0.11371700/9,0.09406300/10,0.09404700/10
150,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.74591200/1,0.41472700/2,0.63114500/4,1.13326100/8,0.65703000/6,1.09497600/8,1.54153700/10,1.14714400/10,0.93409700/10,0.78804900/10,0.81856000/9
