size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
500,0.19902900/10,0.27994200/10,0.21432000/10,0.25599300/10,0.43244800/10,1.31144800/10,9.50582200/10,118.72153000/10,491.24248600/10,739.27011100/10,2253.78146000/7,2563.06900000/3,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
550,0.26848800/10,0.27535400/10,0.40237300/10,0.39194400/10,0.76543700/10,0.94391800/10,27.08095700/10,53.67729700/10,511.16438000/10,1540.18840000/8,1611.86850000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
