size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
400,0.11525200/10,0.13048000/10,0.15667500/10,0.17678600/10,0.25581500/10,0.44799600/10,1.13082000/10,6.03143500/10,17.32513300/10,238.64464900/10,1865.70366900/10,4189.00830000/9,2580.79687000/5,540.96900000/1,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
450,0.12119400/10,0.15171600/10,0.15019300/10,0.14742200/10,0.35154200/10,0.74961100/10,1.65979200/10,7.75971300/10,175.04648000/10,98.84247700/10,2976.85420000/9,4605.04400000/8,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
