size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
200,0.10791700/10,0.12195400/10,0.13250100/10,0.15152200/10,0.17125800/10,0.16274600/10,0.23499900/10,0.27814800/10,0.44894300/10,0.40208200/10,0.91132800/8,2.94608900/10,4.15648400/8,1.50442400/3,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
250,0.15753200/10,0.22669900/10,0.24875700/10,0.32543900/10,0.38804400/10,0.36564200/10,0.65609700/10,0.66226800/10,1.23535000/10,4.43592300/10,27.02510200/10,20.32983700/9,11.74775300/5,4.90112000/1,3.43980000/1,7.61660000/1,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
300,0.28256100/10,0.30470300/10,0.33045600/10,0.41852400/10,0.37081500/10,0.77476900/10,0.73630500/10,1.27078900/10,4.37487500/10,23.00457600/10,58.36436800/10,135.57386600/10,672.95468200/7,240.33510000/2,310.14600000/1,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
350,0.31831700/10,0.37164800/10,0.39479800/10,0.44581900/10,0.43544900/10,0.82005000/10,0.89757800/10,3.96449600/10,17.99401700/10,42.72790300/10,285.64905000/10,2213.01914000/10,844.13500000/4,308.92900000/1,909.70900000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
