size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
200,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,13.29125000/2,0.00000000/0,8.24592000/2,10.73680500/7,12.42238900/10,9.44728200/10,6.84825500/10,5.49808000/10,3.56596400/10,4.17552200/10,3.67474300/10
250,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,56.29220000/1,149.99970000/5,252.97286000/9,230.38654000/9,118.59914000/9,79.23696000/10,64.57892000/10,47.04051000/10,25.19278000/10,34.11812000/10
300,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,1414.32500000/3,3534.24800000/8,1983.20830000/9,1590.85700000/10,1477.97350000/10,1204.20010000/10,403.93210000/10,296.63867000/10,229.18847000/10
350,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,2947.10000000/2,4132.86000000/3,7214.03500000/6,7605.61200000/10,5050.89000000/9,3593.02400000/10,2846.08500000/10,1990.33500000/10
