file,component,Minimal time,Solve time,CPU Time
c5315-55.txt.txt,37,0.003051,0.013143,0.04861
c5315-17.txt.txt,89,0.003312,0.020687,0.06456
c5315-0.txt.txt,46,0.003196,0.015985,0.052159
c5315-89.txt.txt,56,0.003737,0.014707,0.05258
c5315-75.txt.txt,72,0.003565,0.018249,0.055599
c5315-79.txt.txt,53,0.003053,0.009843,0.045776
c5315-58.txt.txt,64,0.007002,0.021599,0.058015
c5315-96.txt.txt,61,0.002465,0.009953,0.045174
c5315-20.txt.txt,37,0.003483,0.015433,0.053059
c5315-72.txt.txt,78,0.003671,0.014680,0.049385
c5315-9.txt.txt,70,0.002825,0.015353,0.051619
c5315-11.txt.txt,62,0.004356,0.019524,0.058728
c5315-25.txt.txt,86,0.015429,0.035413,0.074217
c5315-38.txt.txt,66,0.004031,0.014413,0.050451
c5315-77.txt.txt,77,0.003792,0.021408,0.056239
c5315-19.txt.txt,66,0.003219,0.013758,0.050516
c5315-61.txt.txt,55,0.009437,0.026269,0.060907
c5315-66.txt.txt,80,0.003526,0.016803,0.052223
c5315-78.txt.txt,68,0.005650,0.018374,0.055536
c5315-3.txt.txt,70,0.002721,0.019382,0.057736
c5315-48.txt.txt,79,0.004170,0.018312,0.057275
c5315-64.txt.txt,69,0.006058,0.022245,0.060065
c5315-33.txt.txt,66,0.006270,0.022531,0.061213
c5315-41.txt.txt,59,0.003388,0.016642,0.053986
c5315-10.txt.txt,57,0.004015,0.018333,0.055109
c5315-68.txt.txt,63,0.003648,0.019595,0.0565
c5315-54.txt.txt,71,0.005003,0.019061,0.055372
c5315-46.txt.txt,64,0.004004,0.018948,0.058917
c5315-31.txt.txt,58,0.003009,0.015661,0.051187
c5315-35.txt.txt,66,0.012544,0.024657,0.058456
c5315-5.txt.txt,81,0.004694,0.015107,0.048503
c5315-28.txt.txt,79,0.003731,0.018038,0.055217
c5315-97.txt.txt,62,0.005180,0.020232,0.061498
c5315-86.txt.txt,75,0.003608,0.016549,0.052982
c5315-50.txt.txt,71,0.004714,0.018779,0.057994
c5315-83.txt.txt,67,0.005171,0.021058,0.057133
c5315-44.txt.txt,64,0.017012,0.033256,0.072091
c5315-91.txt.txt,48,0.003593,0.020462,0.056987
c5315-45.txt.txt,57,0.004293,0.022003,0.059571
c5315-81.txt.txt,81,0.008010,0.026822,0.063725
c5315-88.txt.txt,75,0.003431,0.021461,0.064995
c5315-76.txt.txt,75,0.006428,0.015798,0.052034
c5315-57.txt.txt,75,0.005469,0.017557,0.055021
c5315-30.txt.txt,48,0.004358,0.018297,0.055444
c5315-34.txt.txt,79,0.003948,0.015391,0.050804
c5315-22.txt.txt,59,0.005546,0.018938,0.053718
c5315-84.txt.txt,42,0.003453,0.013210,0.050921
c5315-24.txt.txt,54,0.006199,0.016375,0.051219
c5315-71.txt.txt,81,0.003404,0.017536,0.055506
c5315-1.txt.txt,74,0.004664,0.020284,0.057144
c5315-59.txt.txt,47,0.002881,0.012390,0.049277
c5315-18.txt.txt,76,0.003597,0.022611,0.058867
c5315-4.txt.txt,60,0.002807,0.012627,0.049193
c5315-69.txt.txt,59,0.002823,0.018990,0.064074
c5315-74.txt.txt,63,0.012731,0.032487,0.071357
c5315-63.txt.txt,61,0.002511,0.014117,0.048289
c5315-93.txt.txt,74,0.007929,0.022044,0.059172
c5315-60.txt.txt,63,0.002703,0.015479,0.050585
c5315-53.txt.txt,73,0.004928,0.035585,0.069327
c5315-56.txt.txt,84,0.004475,0.020217,0.054991
c5315-36.txt.txt,68,0.008599,0.031533,0.06839
c5315-16.txt.txt,66,0.005575,0.014250,0.050716
c5315-37.txt.txt,67,0.013419,0.029490,0.064937
c5315-13.txt.txt,68,0.005047,0.022227,0.058779
c5315-6.txt.txt,67,0.004123,0.015030,0.051811
c5315-99.txt.txt,65,0.003461,0.016387,0.05312
c5315-12.txt.txt,62,0.002661,0.013093,0.048818
c5315-52.txt.txt,73,0.004421,0.023254,0.057811
