size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
400,0.24693000/10,0.26191800/10,0.30577700/10,0.32579700/10,0.42069800/10,0.60655700/10,1.31734500/10,6.27899800/10,17.94390500/10,338.63722200/10,2878.76149200/10,2583.83644600/7,3993.12230000/5,847.37300000/1,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
450,0.29731700/10,0.48691300/10,0.56126900/10,0.52292100/10,0.88564400/10,1.61083700/10,3.10741900/10,13.23958900/10,246.32989800/10,127.31904800/10,1942.33960000/8,4399.97200000/7,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
