file,component,Minimal time,Solve time,CPU Time
c6288-20.txt.txt,89,0.005456,0.043168,0.080027
c6288-37.txt.txt,140,0.002418,0.012432,0.049904
c6288-99.txt.txt,29,0.022609,0.043478,0.081575
c6288-53.txt.txt,155,0.024771,0.043365,0.08156
c6288-12.txt.txt,121,0.011011,0.035058,0.07236
c6288-67.txt.txt,121,0.041052,0.077893,0.121013
c6288-22.txt.txt,124,0.008247,0.032657,0.071134
c6288-63.txt.txt,165,0.026857,0.040284,0.082253
c6288-76.txt.txt,28,0.040206,0.051868,0.0874
c6288-81.txt.txt,18,0.026405,0.059190,0.098233
c6288-85.txt.txt,197,0.002920,0.012890,0.049978
c6288-87.txt.txt,40,0.047014,0.076311,0.123168
c6288-30.txt.txt,119,0.017936,0.040113,0.078927
c6288-15.txt.txt,194,0.002253,0.011954,0.059453
c6288-32.txt.txt,42,0.231645,0.252295,0.299966
c6288-42.txt.txt,99,0.139065,0.168923,0.205982
c6288-11.txt.txt,55,0.107455,0.130092,0.165588
c6288-31.txt.txt,93,0.070593,0.089025,0.126715
c6288-29.txt.txt,57,0.099243,0.116058,0.151946
c6288-2.txt.txt,0,0.002042,0.007917,0.046129
c6288-45.txt.txt,24,0.094491,0.119178,0.157769
c6288-8.txt.txt,169,0.089228,0.112740,0.150366
c6288-59.txt.txt,128,0.001922,0.012070,0.06243
c6288-84.txt.txt,8,0.004054,0.026232,0.065185
c6288-82.txt.txt,214,0.023457,0.035916,0.073084
c6288-5.txt.txt,73,0.033090,0.061831,0.100356
c6288-73.txt.txt,34,0.056864,0.085586,0.123335
c6288-95.txt.txt,208,0.017162,0.036406,0.07678
c6288-78.txt.txt,22,0.240997,0.262117,0.310451
c6288-89.txt.txt,125,0.051562,0.072478,0.110015
c6288-83.txt.txt,50,0.161560,0.195932,0.236259
c6288-28.txt.txt,15,0.049121,0.078077,0.114664
c6288-79.txt.txt,66,0.196679,0.217150,0.253608
c6288-52.txt.txt,20,0.007137,0.029597,0.067992
c6288-33.txt.txt,169,0.024091,0.051706,0.091496
c6288-74.txt.txt,99,0.023349,0.048255,0.096747
c6288-58.txt.txt,15,0.045720,0.069424,0.106092
c6288-94.txt.txt,90,0.081249,0.104813,0.146756
c6288-40.txt.txt,111,0.068596,0.101795,0.140608
c6288-43.txt.txt,234,0.010355,0.033335,0.070325
c6288-7.txt.txt,57,0.005337,0.016549,0.055144
c6288-17.txt.txt,16,0.002700,0.008219,0.045676
c6288-60.txt.txt,75,0.122150,0.145962,0.182094
c6288-19.txt.txt,1,0.002621,0.008950,0.049371
c6288-0.txt.txt,32,0.070463,0.087404,0.126038
c6288-21.txt.txt,20,0.038997,0.059033,0.097099
c6288-98.txt.txt,209,0.003538,0.015421,0.063498
c6288-92.txt.txt,31,0.003443,0.016974,0.081035
c6288-64.txt.txt,0,0.002049,0.007760,0.047707
c6288-97.txt.txt,203,0.004540,0.024616,0.061593
c6288-41.txt.txt,76,0.002611,0.008170,0.051675
c6288-54.txt.txt,61,0.033285,0.049319,0.087083
c6288-91.txt.txt,86,0.079865,0.099794,0.144595
c6288-3.txt.txt,223,0.014633,0.035386,0.077579
c6288-34.txt.txt,16,0.002848,0.008512,0.046884
c6288-36.txt.txt,25,0.043705,0.062784,0.10141
c6288-26.txt.txt,39,0.025432,0.054946,0.093596
c6288-77.txt.txt,91,0.090496,0.116458,0.153445
c6288-66.txt.txt,58,0.274941,0.300605,0.342083
c6288-4.txt.txt,166,0.076040,0.101691,0.149474
c6288-35.txt.txt,15,0.002721,0.016972,0.055658
