size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
600,0.29962400/10,0.32833100/10,0.34410600/10,0.45972100/10,1.26682400/10,3.71300700/10,25.30750000/10,99.81113000/10,705.80905300/10,1246.01760000/5,571.01400000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
650,0.34794800/10,0.31806100/10,0.48272400/10,0.57475600/10,2.31849600/10,5.95792500/10,62.23010600/10,93.32873500/10,2410.78850000/9,4918.70900000/6,735.04200000/2,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
