file,component,Minimal time,Solve time,CPU Time
c3540-21.txt.txt,20,0.003567,0.012659,0.036846
c3540-20.txt.txt,9,0.003940,0.009210,0.032676
c3540-31.txt.txt,16,0.001761,0.006804,0.033009
c3540-26.txt.txt,10,0.003157,0.012427,0.055038
c3540-76.txt.txt,27,0.005600,0.016170,0.044031
c3540-46.txt.txt,25,0.007801,0.016980,0.042311
c3540-39.txt.txt,24,0.006110,0.017672,0.043483
c3540-27.txt.txt,26,0.004193,0.012375,0.039168
c3540-98.txt.txt,24,0.008668,0.015510,0.041668
c3540-34.txt.txt,12,0.006086,0.013249,0.038189
c3540-74.txt.txt,24,0.003493,0.013843,0.041167
c3540-38.txt.txt,17,0.005877,0.013519,0.0402
c3540-64.txt.txt,12,0.003060,0.011828,0.036584
c3540-87.txt.txt,12,0.010406,0.020662,0.04684
c3540-3.txt.txt,12,0.003765,0.017393,0.044817
c3540-57.txt.txt,26,0.002657,0.015002,0.041301
c3540-79.txt.txt,23,0.007768,0.022015,0.050255
c3540-67.txt.txt,10,0.003084,0.007644,0.033176
c3540-51.txt.txt,18,0.002321,0.009458,0.034023
c3540-94.txt.txt,24,0.008905,0.018031,0.04375
c3540-59.txt.txt,12,0.002407,0.009326,0.044456
c3540-69.txt.txt,9,0.001360,0.005336,0.03064
c3540-70.txt.txt,23,0.010103,0.015671,0.039151
c3540-89.txt.txt,11,0.001970,0.007438,0.035024
c3540-82.txt.txt,26,0.013922,0.023747,0.04883
c3540-85.txt.txt,12,0.003281,0.009930,0.039437
c3540-17.txt.txt,17,0.016839,0.037074,0.06334
c3540-25.txt.txt,11,0.003948,0.008052,0.031035
c3540-44.txt.txt,12,0.003343,0.014545,0.044056
c3540-22.txt.txt,18,0.002661,0.007430,0.034217
c3540-32.txt.txt,18,0.003129,0.009230,0.033169
c3540-13.txt.txt,24,0.006442,0.017144,0.044696
c3540-73.txt.txt,22,0.002767,0.011747,0.038103
c3540-49.txt.txt,9,0.001346,0.005294,0.030648
c3540-88.txt.txt,20,0.002377,0.009856,0.034758
c3540-68.txt.txt,29,0.004241,0.013965,0.03681
c3540-42.txt.txt,25,0.005525,0.015838,0.039668
c3540-10.txt.txt,11,0.001882,0.007615,0.03649
c3540-15.txt.txt,32,0.005488,0.018638,0.044899
c3540-4.txt.txt,16,0.002323,0.007976,0.032532
c3540-93.txt.txt,23,0.002081,0.007440,0.031764
c3540-43.txt.txt,10,0.002691,0.006642,0.032382
c3540-71.txt.txt,17,0.005223,0.012155,0.036729
c3540-8.txt.txt,22,0.005571,0.018196,0.042581
c3540-7.txt.txt,28,0.002108,0.015125,0.044691
c3540-83.txt.txt,14,0.002898,0.014876,0.041707
c3540-35.txt.txt,17,0.013843,0.024392,0.048725
c3540-50.txt.txt,4,0.003102,0.011432,0.047891
c3540-75.txt.txt,13,0.002625,0.010496,0.036596
c3540-97.txt.txt,32,0.012428,0.022694,0.048222
c3540-95.txt.txt,25,0.004797,0.013484,0.04258
