size,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
450,0.12407200/10,0.15274400/10,0.14640200/10,0.15104400/10,0.34906800/10,0.74817100/10,1.66999200/10,7.75002700/10,175.02314800/10,98.82352900/10,2979.28090000/9,4595.62000000/8,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0,0.00000000/0
